End of Inspection,Plant,Region,Supplier,,Inspection Lot No.,Quantity (USG),"010A COLOR, SAYBOLT","010B COLOR,",100C TOTAL ACID NUMBER MG KOH/G,110A AROMATICS % VOL,130 MERCAPTAN SULFUR,140 DOCTOR TEST,150A SULFUR - OXYGEN BOMB %(M),150B TOTAL SULFUR %(M),150D SULFUR - X-RAY %(M),150E TOTAL SULFUR %(M),150F SULFUR - X-RAY FLUORESCENCE %(M),"150G SULFUR, TOTAL  %(M)","150IPA SULFUR, TOTAL",160A HYDROGEN CONTENT %(M),160B HYDROGEN CONTENT %(M),160E HYDROGEN CONTENT,020 APPEARANCE,200A TEST METHOD D86,200B TEST METHOD D2887,201 DIST TEMP:  INITIAL BOILING POINT,202 DIST TEMP:  10% EVAPORATED,203 DIST TEMP:  20% EVAPORATED,204 DIST TEMP:  50% EVAPORATED,206 DIST TEMP: 90% EVAPORATED,021 APPEARANCE,211 DIST TEMP: FINAL BOILING POINT,213 DIST TEMP: RESIDUE,214 DIST TEMP: LOSS,220A FLASH POINT,220B FLASH POINT,220C FLASH POINT,220IPA FLASH POINT,230A DENSITY @ 15蚓 KG/L,230B SPECIFIC GRAVITY @ 60/60蚌  KG/L,231B API GRAVITY - DIGITAL (API),300A FREEZING POINT,300C FREEZING POINT,300E FREEZING POINT,300F FREEZING POINT,310 VISCOSITY @ -54蚓 (MM2/S),231A API GRAVITY,400C NET HEAT OF COMBUSTION MJ/KG,400D NET HEAT OF COMBUSTION MJ/KG,400E NET HEAT OF COMBUSTION MJ/KG,420 SMOKE POINT MM,500 COPPER STRIP CORROSION (2 H @ 100蚓),600A THERMAL STABILITY @ 275C,600B THERMAL STABILITY @ 260C,601 CHANGE IN PRESSURE,"602 TUBE DEPOSIT RATING, VISUAL",602A ELLIPSOMETRIC TUBE RATING,710 EXISTENT GUM,710IPA EXISTENT GUM,720A PARTICULATE MATTER,720B PARTICULATE MATTER,723 PARTICULATE COUNTING  >= 4 然,723A PARTICULATE COUNTING  ISO >= 4 然,724 PARTICULATE COUNTING= 6 然,724A PARTICULATE COUNTING ISO = 6 然,726 PARTICULATE COUNTING  >= 14 然,726A PARTICULATE COUNTING  ISO>= 14 然,727 PARTICULATE COUNTING  >= 21 然,727A PARTICULATE COUNTING  ISO>= 21 然,728 PARTICULATE COUNTING  >= 25 然,728A PARTICULATE COUNTING  ISO>= 25 然,729 PARTICULATE COUNTING  >= 30 然,729A PARTICULATE COUNTING  ISO>= 30 然,730 FILTRATION TIME,750 WSIM,750A MICROSEPAROMETER RATING,750B MICROSEPAROMETER RATING,800 ANTI-OXIDANT,802 ANTIOXIDANT CONCENTRATION,801 ANTIOXIDANT ADDITIVE INJECTION POINT,821 SDA INJECTION POINT,830A FSII,831FSII INJECTION POINT,840 CORROSION INHIBITOR,841 CI INJECTION POINT,842 CORROSION INHIBITOR CONCENTRATION,910A CALCULATED CETANE INDEX,910B CALCULATED CETANE INDEX,BATCH NUMBER,CRUDE PROCESS TECH,PRODUCT,REPORT DATE,SAMPLE NUMBER,SHIPMENT NUMBER,TANK NUMBER,120 NAPHTHALENE,725IPA PARTICULATE COUNTING,725IPB PARTICULATE COUNTING,725IPC PARTICULATE COUNTING,740 WATER REACTION INTERFACE RATING,812 METAL DEACTIVATOR CONCENTRATION,811 METAL DEACTIVATOR INJECTION POINT,820 STATIC DISSIPATER,900 ELECTRICAL CONDUCTIVITY,990A FAME CONTENT,990B FAME CONTENT
12/27/2015,DEHQ,DEHQ,Not assigned,#,50000031567,"6,716,300",26,,,,,,,,,,,,,,,,PASS,200A  D86,,154,174,180,199,239,,264,0.6,0.4,,47,,,,,46.4,,,-48,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,8,,87,,,,,,0.08,,,,,,,,,JP8,12/22/2015,QAR WITNESS TEST,DLA1222Z,TK-85331,,,,,,,,,,,
12/27/2015,DEHQ,DEHQ,Not assigned,#,50000031568,"6,716,300",26,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,49,,,,,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,12/22/2015,LINE FLUSHING,DLA1222Z,VESSEL,,,,,,,,,,,
12/27/2015,DEHQ,DEHQ,Not assigned,#,50000031569,"6,716,300",26,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,49,,,,,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,12/22/2015,LOAD ARM,DLA1222Z,VESSEL,,,,,,,,,,,
12/27/2015,DEHQ,DEHQ,Not assigned,#,50000031570,"6,716,300",26,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,47,,,,,46.4,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,7,,,,,,,,0.08,,,,,,,,,JP8,12/22/2015,FIRST-IN,DLA1222Z,VESSEL,,,,,,,,,,,
12/27/2015,DEHQ,DEHQ,Not assigned,#,50000031571,"6,716,300",26,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,49,,,,,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,12/23/2015,LINE MIDDLE SAMPLE,DLA1222Z,TK-85331,,,,,,,,,,,
12/27/2015,DEHQ,DEHQ,Not assigned,#,50000031572,"6,716,300",26,,,,,,,,,,,,,,,,PASS,200A  D86,,155,175,181,199,239,,264,0.8,0.2,,48,,,,,46.3,,,-48,,,,,,,,,,,,,,,1.2,,0.88,,,,,,,,,,,,,9,,88,,,,,,0.07,,,,,,,,,JP8,12/24/2015,VESSEL FINAL,DLA1222Z,VESSEL,,,,,1B,,,,,,
12/27/2015,EORK,OA  S Korea,S-OIL CORPORATION DBA,11H,10002530164,"6,716,300",26,,0.004,21,,NEGATIVE,,,,,0.23,,,,,13.8,PASS,200A  D86,,155,175,181,199,238,,265,0.2,0,,48,,,,0.795,46.4,,,-48,,4.013,,43.3,,,24.1,1A,600A  275C,,0,1,,0.5,,,0.72,"1,393.00",,337,,20,,5.6,,2.9,,1.3,,8,,93,,,18.5,S,,0.08,S,840B,S,9,,48.4,,,JP8,12/22/2015,FULL SPEC' ANALYSIS,DLA1222Z,TK-85331,0.5,,,,1B,,,,,,
12/30/2015,EDKK,DFSP GUNSAN2,"HYUNDAI OILBANK CO., LTD. DBA",WestPac JP8/JA1,10002546789,"792,835",,28,0.011,18.6,0.001,,,,,,0.15,,,13.8,,,PASS,200A  D86,,153,169,175,195,239,,257,1.2,0.9,,46,,,,0.7981,45.7,,-50,,,3.69,,43.2,,,22,1A,,600A  275C,1,<1,,1,,,0.06,691.6,,74.6,,9.5,,2.7,,1.5,,0.6,,6,,99,,800V,19,,,0.08,,840C,,9,43.2,,,,JP8,12/15/2015,,DLA1217Z,MFA5263,0.8,,,,1B,,,,,,
12/30/2015,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10002546129,"360,002",,,0.01,21,0,,,,,,0.09,,,,,,,,,,159,,196,250,,277,0.8,0.5,39,,,,0.812,,,,,-48,,4.1,,43,,,20,1A,,,,0,,,0.1,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,JP8,12/29/2015,122815-1619,DLA1229Z,F,2.2,,,,,,,,341,,
1/5/2016,DEHQ,DEHQ,Not assigned,#,50000032310,"792,835",,29,0.006,19,0.0005,,,,,,0.15,,,13.8,,,PASS,200A  D86,,153,169,175,195,239,,257,1.2,0.8,,45,,,,0.7981,45.7,,-50,,,3.672,,43.2,,,22,1A,,600A  275C,1,<1,,1,,,0.2,"1,138.50",,70.6,,3,,0.5,,0.3,,0.1,,8,,93,,800V,19,,,0.08,,840C,,9,43,,,,JP8,12/18/2015,JJ00JP8,DLA1217Z,,0.7,,,,1B,,,,,,
1/5/2016,EDKK,DFSP GUNSAN2,"HYUNDAI OILBANK CO., LTD. DBA",WestPac JP8/JA1,10002561305,"792,320",,27,0.006,19.2,0.001,,,,,,0.19,,,13.9,,,PASS,200A  D86,,149,168,175,195,238,,256,1.2,1,,44,,,,0.7936,46.7,,-50,,,3.615,,43.3,,,22,1A,,600A  275C,1,<1,,0.6,,,0.24,"1,677.10",,248.1,,16.8,,3.3,,1.7,,0.7,,5,,98,,800V,19,,,0.09,,840C,,9,45.1,,,,JP8,1/2/2016,,DLA0106Z,MFA5263,1,,,,1B,,,,,,
1/6/2016,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10002545834,"360,006",,,0.01,19,0,,,,,,0.09,,,,,,,,,,158,,194,250,,271,0.8,1.2,104,,,,0.811,,,,,-49,,3.8,,43,,,19.7,1A,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,JP8,1/5/2016,010316-1641,DLA0105Z,E,2.2,,,,,,,,392,,
1/8/2016,DEHQ,DEHQ,Not assigned,#,50000032311,"792,320",,26,0.008,18.7,0.001,,,,,,0.2,,,13.9,,,PASS,,,152,169,175,194,238,,256,1.2,0.7,,46,,,,0.794,46.7,,-49,,,3.621,,43.3,,,22,1A,,600A  275C,1,<1,,0.1,,,0.3,991.8,,44.1,,3.6,,1.1,,0.6,,0.3,,5,,99,,800V,,,,0.09,,840C,,,44.7,,,,JP8,1/4/2016,JJ00JP8,DLA0106Z,,1,,,,1B,,,,,,
1/14/2016,EDKK,DFSP GUNSAN2,"HYUNDAI OILBANK CO., LTD. DBA",WestPac JP8/JA1,10002601121,"792,857",,29,0.008,19,0.001,,,,,,0.23,,,13.9,,,PASS,,,153,170,176,197,241,,260,1.2,0.5,,46,,,,0.796,46.3,,-49,,,3.718,,43.2,,,22,1B,600A  275C,,1,<1,,1.2,,,0.3,"1,039.20",,162.6,,14.4,,3.9,,1.7,,0.7,,5,,96,,800V,,,,0.1,,840C,,,44.9,,,,JP8,1/10/2016,,DLA0113Z,MFA5263,1.2,,,,1B,,,,,,
1/20/2016,DEHQ,DEHQ,Not assigned,#,50000033650,"792,857",,28,0.006,19.4,0.001,,,,,,0.21,,,14,,,PASS,,,150,169,175,195,239,,259,1,1,,46,,,,0.796,46.3,,-49,,,3.708,,43.2,,,22,1B,600A  275C,,1,<1,,0.8,,,0.1,"1,262.60",,118.8,,13.6,,3.8,,2,,0.9,,6,,94,,800V,,,,,,,,,,,,,JP8,1/12/2016,JJ00JP8,DLA0113Z,,1.2,,,,1B,,,,,,
1/20/2016,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10002616412,"9,495",,,0.02,20,0,,,,,,0.09,,,,,,,,,,158,,193,249,,269,0.8,1.1,39,,,,0.812,,,,,-48,,3.9,,43,,,19,1A,,260,,0,,,0.2,,,,,,,,,,,,,,,,100,,,,,,,0.07,,,,,,,,,JP8,1/19/2016,011816-1701,DLA0119,E,2.1,,,,,,,,307,,
1/21/2016,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10002623527,"360,031",,,0.02,20,0,,,,,,0.09,,,,,,,,,,158,,193,249,,269,0.8,1.1,38,,,,0.812,,,,,-48,,3.9,,43,,,19,1A,,260,,,,,0.01,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,JP8,1/19/2016,011816-1701,DLA0119Z,E,2.1,,,,,,,,302,,
1/27/2016,EG1N,GRAND FORKS,TESORO REFINING  MARKETING COMPANY,Inland East Gulf JP8 JP4 JAA,10002652871,"38,250",,22,0.002,16.2,0.001,,,,,,,0,,13.8,,,PASS,,,143,170,180,205,253,,287,1.2,0.4,41,,,,,,44.3,,-50,,,4.562,,43.2,,,23,1A,600A  275C,,0.7,1,,1,,,0.95,,,,,,,,,,,,,8,,95,,,,,,,,,,,44.9,,063-1,,JP8,12/30/2015,,DLA0126,4,1.6,,,,1,,,,,,
1/27/2016,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10002616742,"17,971",,,0.02,20,0,,,,,,0.09,,,,,,,,,,159,,194,249,,272,0.8,0.1,39,,,,0.812,,,,,-48,,3.9,,43,,,20,1A,,260,,0,,,0.6,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,JP8,1/26/2016,012516-1744,DLA0126,E,2.2,,,,,,,,340,,
1/28/2016,DEHQ,DEHQ,Not assigned,#,50000033854,"17,971",,,0.02,20,0,,,,,,0.09,,,,,,,,,,159,,194,249,,272,0.8,0.1,39,,,,0.812,,,,,-48,,3.9,,43,,,20,1A,,260,,,,,0.6,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,JP8,1/26/2016,012516-1744,DLA0126,E,2.2,,,,,,,,440,,
1/28/2016,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10002657622,"360,011",,,0.02,20,0,,,,,,0.09,,,,,,,,,,159,,194,249,,272,0.8,0.1,39,,,,0.812,,,,,-48,,3.9,,43,,,20,1A,,,,,,,0.6,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,JP8,1/26/2016,012516-1744,DLA0126Z,E,2.2,,,,,,,,396,,
2/2/2016,EOAL,"OA Algeciras, Spain",COMPA??IA ESPA??OLA DE PETROLEOS,1.1G,10002671059,"3,581,421",,21,0.004,18.8,0.001,,,,,,0.03,,,,13.7,,PASS,200A  D86,,159,174,177,191,228,,248,1.4,0.9,,47,,,,0.802,,,,,,3.4,,43.2,,,22,1A,600A  275C,,2,1,,,1.4,,0.7,17,,15,,12,,10,,9,,8,,7,,95,,800R,,S,S,0.09,S,840F,,,,,PIPELINE,,JP8,1/22/2016,ID03832832,DLA2715,247,0.3,,,,1B,,,1,,,
2/3/2016,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10002672925,"360,004",,,0.02,20,0,,,,,,0.1,,,,,,,,,,159,,194,251,,272,0.8,1.1,40,,,,0.812,,,,,-48,,3.9,,43,,,20,1A,,,,0,,,0.1,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,JP8,2/2/2016,013016-1766,DLA0202Z,F,2.1,,,,,,,,325,,
2/4/2016,DEHQ,DEHQ,Not assigned,#,50000034900,"7,896,423",11,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,43,,,,0.7902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,1/30/2016,,DLA0131Z,BERTH B LINE SAMPLE,,,,,,,,,,,
2/4/2016,DEHQ,DEHQ,Not assigned,#,50000034905,"7,896,423",11,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,44,,,,0.7902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,1/30/2016,,DLA0131Z,SHIPS FIRST IN SAMPLE,,,,,,,,,,,
2/4/2016,DEHQ,DEHQ,Not assigned,#,50000034906,"7,896,423",11,,,,,,,,,,,,,,,,PASS,,,150,167,175,193,234,,254,1.2,0.8,,44,,,,0.7903,,-53,,,,,,,,,,1A,,,,,,2,,,0.58,,,,,,,,,,,,,6,,87,,,,,,0.07,,,,,,,,,JP8,1/31/2016,,DLA0131Z,SHIPS COMPOSITE SAMPLE,,,,,,,,,380,,
2/4/2016,DEHQ,DEHQ,Not assigned,#,50000034901,"7,896,423",,12,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,44,,,,0.7901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,1/30/2016,,DLA0131Z,LINE SAMPLE PUMP STATI,,,,,,,,,,,
2/4/2016,DEHQ,DEHQ,Not assigned,#,50000034902,"7,896,423",,12,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,44,,,,0.7901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,1/30/2016,,DLA0131Z,LINE SAMPLE METRIC STA,,,,,,,,,,,
2/4/2016,DEHQ,DEHQ,Not assigned,#,50000034903,"7,896,423",,11,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,44,,,,0.7901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,1/30/2016,,DLA0131Z,CUSTODY 15',,,,,,,,,,,
2/4/2016,DEHQ,DEHQ,Not assigned,#,50000034904,"7,896,423",,12,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,44,,,,0.7902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,1/30/2016,,DLA0131Z,CUSTODY 5',,,,,,,,,,,
2/4/2016,EOAT,OA Greece,MOTOR OIL (HELLAS) CORINTH,1.1G,10002670960,"7,896,423",11,,0.008,15.2,0.002,POSITIVE,,,,,0.28,,,,14,,PASS,,,150,165,177,194,235,,256,1.2,0.8,,42,,,,0.7902,,-51,,,,3.944,,43.3,,,25,1A,,600B  260C,1,1,,2,,,0.58,,,,,,,,,,,,,5,,97,,,,,,,,,,,,,,,JP8,1/28/2016,,DLA0131Z,780,,,,,1B,,,,,,
2/10/2016,DEHQ,DEHQ,Not assigned,#,50000035153,"7,139,167",26,,,,,,,,,,,,,,,,PASS,200A  D86,,148,170,176,195,239,,264,0.6,0.4,,44,,,,0.7915,47.2,,,-49,,,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,,,81,,,,,,0.08,,,,,,,,,JP8,2/6/2016,QAR WITNESS TEST,DLA0208Z,TK-85332,,,,,1B,,,,,,
2/10/2016,DEHQ,DEHQ,Not assigned,#,50000035154,"7,139,167",25,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,44,,,,0.7915,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,JP8,2/8/2016,LINE FLUSHING,DLA0208Z,VESSEL,,,,,,,,,,,
2/10/2016,DEHQ,DEHQ,Not assigned,#,50000035155,"7,139,167",26,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,44,,,,0.7915,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,2/8/2016,LOAD ARM,DLA0208Z,VESSEL,,,,,,,,,,,
2/10/2016,DEHQ,DEHQ,Not assigned,#,50000035156,"7,139,167",25,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,44,,,,0.7915,47.2,,,,,,,,,,,,,,,,,,,,0.69,,,,,,,,,,,,,7,,,,,,,,0.08,,,,,,,,,JP8,2/8/2016,FIRST IN,DLA0208Z,VESSEL,,,,,,,,,,,
2/10/2016,DEHQ,DEHQ,Not assigned,#,50000035157,"7,139,167",25,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,43,,,,0.7915,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,2/8/2016,MIDDLE,DLA0208Z,VESSEL,,,,,,,,,,,
2/10/2016,DEHQ,DEHQ,Not assigned,#,50000035158,"7,139,167",25,,,,,,,,,,,,,,,,PASS,200A  D86,,147,170,176,195,238,,263,0.4,0.2,,44,,,,0.7915,47.2,,,-49,,,,,,,,1A,,,,,,1.2,,,0.66,,,,,,,,,,,,,7,,87,,,,,,0.08,,,,,,,,,JP8,2/9/2016,VESSEL FINAL,DLA0208Z,VESSEL,,,,,1B,,,,,,
2/10/2016,EDKK,DFSP GUNSAN2,"HYUNDAI OILBANK CO., LTD. DBA",WestPac JP8/JA1,10002711180,"792,388",,-27,-0.006,-18.7,-0.001,,,,,,-0.26,,,-13.9,,,PASS,200A  D86,,-151,-169,-175,-196,-242,,-262,-1.2,-0.9,,-45,,,,-0.7935,-46.7,,48,,,-3.661,,-43.3,,,-22,1A,600A  275C,,-1,<1,,-0.6,,,-0.39,"-1,676.50",,-94.9,,-7.9,,-1.8,,-0.8,,-0.4,,-5,,-98,,800V,-19,,,-0.1,,840C,,,-45.5,,,,JP8,2/3/2016,,DLA0205Z,MFA5263,-1.2,,,,1B,,,,,,
2/10/2016,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10002712052,"360,003",,,0.014,21,0,,,,,,0.09,,,,,,,,,,158,,192,248,,269,0.8,0.6,40,,,,0.811,,,,,-49,,3.8,,43,,,20,1A,,260,2,0,,,0.3,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,JP8,2/9/2016,020316-1789,DLA0209Z,E,2.2,,,,,,,,395,,
2/10/2016,EORK,OA  S Korea,S-OIL CORPORATION DBA,WestPac JP8/JA1,10002686585,"7,139,167",-25,,-0.004,-20.3,,NEGATIVE,,,,,-0.27,,,-13.9,,,PASS,200A  D86,,-147,-170,-176,-195,-239,,-263,-1,-0.3,,-45,,,,-0.7915,-47.2,,,49,,-3.343,,-43.3,,,-24.8,1A,,,0,1,,-1.4,,,-0.57,"-44,830.50",,"-24,853.50",,"-3,080.40",,-257.5,,-74.5,,-12.5,,-8,,-91,,,,,,-0.08,,,,,-47.8,,,,JP8,2/5/2016,FULL SPECIFICATION TES,DLA0208Z,TK-85332,-0.5,,,,1B,,,,,,
2/16/2016,DEHQ,DEHQ,Not assigned,#,50000035601,"792,388",,26,0.007,19.5,0.001,,,,,,0.25,,,13.9,,,PASS,200A  D86,,150,169,175,195,241,,259,1.2,1,,45,,,,0.7937,46.7,,-49,,,3.664,,43.2,,,22,1B,,600A  275C,1,<1,,1,,,0.1,"2,091.80",,153.6,,10.8,,2.8,,1.5,,0.7,,6,,93,,800V,19,,,0.1,,840C,,9,45,,,,JP8,2/5/2016,JJ00JP8,DLA0205Z,,0.9,,,,1B,,,,,,
2/17/2016,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10002733413,"18,006",,,0.01,19,0,,,,,,0.09,,,,,,,,,,156,,194,251,,270,0.8,1.4,38,,,,0.811,,,,,-48,,3.8,,43,,,20,1A,,260,,,,,0.1,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,JP8,2/16/2016,021516-1836,DLA0216,E,2.1,,,,,,,,312,,
2/18/2016,DEHQ,DEHQ,Not assigned,#,50000036150,"18,006",,,0.01,19,0,,,,,,0.09,,,,,,,,,,156,,194,251,,270,0.8,1.4,38,,,,0.811,,,,,-48,,3.8,,43,,,20,1A,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,2/16/2016,021516-1836,DLA0216,E,2.1,,,,,,,,282,,
2/18/2016,EOAL,"OA Algeciras, Spain",COMPA??IA ESPA??OLA DE PETROLEOS,1.1G,10002731703,"3,450,264",,19,0.002,19,0.001,,,,,,0.02,,,,13.7,,PASS,200A  D86,,158,170,175,189,229,,252,0.7,0.6,,45,,,,0.804,,-60,,,,3.5,,43.2,,,22,1A,600A  275C,,0,1,,1.3,,,0.6,19,,17,,12,,11,,10,,9,,9,,95,,800R,18,S,S,0.1,S,840F,S,14,37.9,,PIPELINE,,JP8,1/22/2016,ID3843021,DLA0209,247,0.3,,,,1B,,,1.8,236,,
2/19/2016,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10002731657,"349,966",,,0.018,19,0,,,,,,0.09,,,,,,,,,,156,,194,251,,270,0.8,1.4,38,,,,0.811,,,,,-48,,3.8,,43,,,20,1A,,,,,,,0.1,,,,,,,,,,,,,,,,100,,,,,,,0.09,,,,,,,,,JP8,2/18/2016,021516-1836,DLA0218Z,E,2.1,,,,,,,,424,,
2/22/2016,DEHQ,DEHQ,Not assigned,#,50000036685,"7,877,345",1,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,42,,,,0.7907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,12/14/2015,,DLA1215Z,BERTH B LINE SAMPLE,,,,,,,,,,,
2/22/2016,DEHQ,DEHQ,Not assigned,#,50000036686,"7,877,345",1,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,42,,,,0.7908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,12/14/2015,,DLA1215Z,LINE SAMPLE METRIC STA,,,,,,,,,,,
2/22/2016,DEHQ,DEHQ,Not assigned,#,50000036687,"7,877,345",1,,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,42,,,,0.7908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,12/14/2015,,DLA1215Z,LINE SAMPLE PUMP STATI,,,,,,,,,,,
2/22/2016,DEHQ,DEHQ,Not assigned,#,50000036688,"7,877,345",,6,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,43,,,,0.7906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,12/14/2015,,DLA1215Z,CUSTODY 5',,,,,,,,,,,
2/22/2016,DEHQ,DEHQ,Not assigned,#,50000036689,"7,877,345",,6,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,44,,,,0.7908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,12/14/2015,,DLA1215Z,CUSTODY 15',,,,,,,,,,,
2/22/2016,DEHQ,DEHQ,Not assigned,#,50000036690,"7,877,345",,7,,,,,,,,,,,,,,,PASS,,,,,,,,,,,,,43,,,,0.7907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP8,12/14/2015,,DLA1215Z,SHIPS FIRST IN SAMPLE,,,,,,,,,,,
2/22/2016,DEHQ,DEHQ,Not assigned,#,50000036691,"7,877,345",,7,,,,,,,,,,,,,,,PASS,,,150,165,174,191,234,,258,1.1,0.7,,42,,,,0.791,,,,,-54,,,,,,,1A,,,,,,,2,,0.64,,,,,,,,,,,,,6,,88,,,,,,0.08,,,,,,,,,JP8,12/15/2015,,DLA1215Z,SHIPS COMPOSITE SAMPLE,,,,,,,,,280,,
2/26/2016,EONP,OA Alaska,PETRO STAR INC.,Rocky Mountain West JP4/JP8/JAB/JAA,10002776614,"360,003",,,0.02,21,0,,,,,,0.09,,,,,,,,,,158,,194,249,,269,0.8,1,39,,,,0.812,,,,,-48,,3.9,,43,,,20,1A,,260,,,,,0.1,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,JP8,2/24/2016,022216-1876,DLA0224Z,F,2,,,,,,,,420,,
2/28/2016,EDKK,DFSP GUNSAN2,"HYUNDAI OILBANK CO., LTD. DBA",WestPac JP8/JA1,10002760124,"793,042",,27,0.007,17.5,0.001,,,,,,0.25,,,13.9,,,PASS,200A  D86,,149,167,174,195,239,,258,1.2,0.6,,44,,,,0.794,46.6,,-49,,,3.616,,43.3,,,22,1B,,600A  275C,1,1,,1,,,0.18,"2,720.70",,53,,3.4,,1.1,,0.6,,0.4,,5,,95,,800V,19,,,0.09,,840C,,9,44.7,,,,JP8,2/22/2016,,DLA0226Z,MFA5263,1.1,,,,1B,,,,,,
2/29/2016,DEHQ,DEHQ,Not assigned,#,50000037350,"793,042",,26,0.007,18.2,0.001,,,,,,0.26,,,13.9,,,PASS,200A  D86,,148,167,174,194,239,,258,1.2,0.5,,43,,,,0.7939,46.7,,-49,,,3.604,,43.2,,,22,1B,,600A  275C,1,<1,,1,,,0.33,"3,221.00",,423.8,,48.3,,12.4,,5.7,,2.3,,6,,99,,800V,19,,,0.09,,840C,,9,44.6,,,,JP8,2/26/2016,JJ00JP8,DLA0226Z,,1.1,,,,1B,,,,,,
